Net_Passengers,2019 Total Housing Units,2019 Total Daytime Population,2019 Unemployment Rate,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level,2019 Median Household Income,Household Density,Daytime_Population_Density,Shape Area sqmi,2014-2018 ACS HHs: Inc Below Poverty Level,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,primary_length,secondary_length,tertiary_length,walk_length,Undeveloped_Sq_Meters,Developed_OP_Sq_Meters,Developed_LI_Sq_Meters,Developed_MI_Sq_Meters,Developed_HI_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other
1,244,2185,1,1.4,103,17071,244,2185,1,103,42.56,0.002026689,0.001942225,0.001586014,0.000691367,212400,312300,454500,570600,460800,23592.2595,144506.9735,26423.97476
0,312,2163,1.1,1.5,104,20770,312,2163,1,104,35.99,0.002026689,0.001942225,0.001586014,0.000691367,259200,459000,476100,495900,324900,30839.1506,114686.9761,22352.5781
4,375,2063,1.3,1.6,95,27156,375,2063,1,95,29.05,0.002026689,0.001942225,0.001586014,0.000691367,475200,592200,423900,329400,192600,37740.29545,100836.0584,11674.99478
-3,402,1803,1.2,1.6,87,30911,402,1803,1,87,25.29,0.002026689,0.001942225,0.001514653,0.000691367,572400,638100,405000,270900,120600,44559.44417,76821.50681,4719.686017
0,449,1640,1.4,1.7,60,39205,449,1640,1,60,16.9,0.001740422,0.001942225,0.001514653,0.000691367,714600,700200,394200,162900,34200,53149.7984,39805.02402,4875.381304
-1,478,1030,2,1.8,29,44832,478,1030,1,29,8.48,0,0.006765434,0.001714808,0.000691367,785700,689400,390600,119700,27900,62506.28482,31097.86405,5034.744218
-32,554,1093,1.9,1.8,34,44876,554,1093,1,34,8.44,0,0.006765434,0.001714808,0.000691367,790200,696600,401400,99000,25200,70304.88439,27418.75164,5034.744218
-18,759,965,3.8,1.7,70,40344,759,965,1,70,13.08,0,0.006765434,0.001714808,0.009303828,855000,679500,435600,44100,900,83200.97793,9439.656067,1907.692801
-16,881,1022,3.5,1.7,74,41213,881,1022,1,74,11.9,0,0.02365132,0.001714808,0.009303828,880200,655200,441900,27000,900,89789.98452,7538.992571,1735.542684
-1,959,1099,3.1,1.8,74,42004,959,1099,1,74,10.88,0,0.02365132,0.001714808,0.009303828,881100,611100,484200,28800,900,98847.57045,15274.0369,1209.872248
-25,946,1075,3.1,1.8,72,42265,946,1075,1,72,10.71,0,0.02365132,0.001714808,0.000108608,900900,581400,499500,29700,900,105409.373,7188.995715,1033.200482
-13,972,1014,1.7,1.8,48,45882,972,1014,1,48,6.83,0,0.02365132,0.001714808,0.000108608,886500,592200,503100,30600,900,109228.7371,6104.106663,877.5051946
-3,915,953,1.7,1.8,45,45822,915,953,1,45,6.81,0,0.02365132,0.001714808,0.000108608,842400,624600,512100,33300,900,110819.7362,6305.703586,877.5051946
-1,905,944,1.8,1.8,48,45572,905,944,1,48,7.41,0,0.02365132,0.001714808,0.000108608,793800,646200,527400,41400,,109306.794,7160.988927,1063.908396
-9,852,908,1.8,1.8,45,45459,852,908,1,45,7.35,0,0.02365132,0.002124398,0.000108608,786600,656100,517500,51300,900,105595.4014,11289.19076,1063.908396
-10,712,808,2.5,1.8,49,43250,712,808,1,49,9.88,0,0.025167163,0.002124398,0.01405897,806400,588600,477900,49500,1800,97724.14651,11085.53466,263.9967312
-4,653,690,2.5,1.8,46,42925,653,690,1,46,10.15,0,0.025167163,0.002124398,0.01405897,733500,527400,435600,45900,1800,86727.01285,9290.946424,263.9967312
-5,591,613,1.9,1.8,33,45038,591,613,1,33,7.88,0,0.02365132,0.002124398,0.01405897,821700,477900,400500,45000,1800,80097.31473,9152.610735,263.9967312
-18,481,503,1.8,1.8,28,45140,481,503,1,28,8.36,0,0.02365132,0.002124398,0.01405897,756900,400500,333000,41400,1800,64910.95582,9057.008052,263.9967312
0,576,614,2.6,1.7,43,42551,576,614,1,43,10.89,0,0.025167163,0.002124398,0.01405897,660600,437400,351000,41400,1800,69070.6916,9057.008052,263.9967312
-82,576,614,2.6,1.7,43,42551,576,614,1,43,10.89,0,0.025167163,0.002124398,0.01405897,660600,437400,351000,41400,1800,69070.6916,9057.008052,263.9967312
0,465,4350,8.1,1.5,57,34334,465,4350,1,57,17.38,0.001508813,0.010387662,0.00233993,0,68400,248400,488700,535500,664200,61261.19303,222206.1757,2182.288748
1367,465,4350,8.1,1.5,57,34334,465,4350,1,57,17.38,0.001508813,0.010387662,0.00233993,0,72900,250200,490500,531000,660600,61985.70826,222820.9343,2182.288748
305,456,5444,7,1.5,59,36457,456,5444,1,59,16.3,0.001508813,0.010387662,0.001726092,0,12600,248400,391500,558000,793800,39705.81277,275236.1716,6954.702863
-24,398,3013,4.5,1.7,62,44288,398,3013,1,62,16.94,0.001508813,0.010387662,0.000731516,0.00013193,4500,509400,551700,392400,552600,77413.89274,232806.4311,
-142,735,4083,4.4,1.7,95,43977,735,4083,1,95,14.96,0.001508813,0.010387662,0.000731516,0.00280547,4500,643500,590400,361800,412200,91727.73733,157396.8102,
0,512,3314,4.8,1.7,70,36963,512,3314,1,70,17.07,0.001508813,0.010387662,0.00072199,0.00280547,,557100,509400,450900,492300,67919.98736,205652.6193,1133.41328
192,512,3314,4.8,1.7,70,36963,512,3314,1,70,17.07,0.001508813,0.010387662,0.00072199,0.00280547,,557100,510300,450900,492300,67919.98736,205652.6193,1133.41328
135,410,4897,4.6,1.6,49,41054,410,4897,1,49,13.57,0.001508813,0.010387662,0.001726092,0.00280547,30600,364500,396900,488700,729000,35066.4001,276264.0945,5389.338205
160,956,4077,6.2,0,150,43353,956,4077,1,150,18.47,0.001508813,0.010387662,0.00233993,0,41400,568800,662400,320400,415800,120181.2524,142674.0348,2990.259252
42,1265,4772,6.5,0,199,42481,1265,4772,1,199,19.13,0.001508813,0.010387662,0.00233993,0,41400,572400,713700,337500,347400,132716.1447,131071.493,3051.943446
7,968,3305,8,0,149,37779,968,3305,1,149,21.26,0.001365821,0,0.00233993,0.00504236,60300,607500,746100,393300,207000,137344.0519,84690.31933,3051.943446
22,986,3148,8.1,0,151,37986,986,3148,1,151,21.3,0.023677997,0,0.00233993,0.00504236,74700,636300,751500,351900,199800,133349.6836,121512.9059,1180.007825
39,986,3256,8.1,0,151,37986,986,3256,1,151,21.3,0.023677997,0,0.00233993,0.00504236,78300,633600,765900,343800,191700,131326.1957,123848.2266,1180.007825
35,708,2247,8,0,111,40646,708,2247,1,111,21.02,0.002361494,0,0.00233993,0.00504236,45900,536400,726300,360900,342900,97775.97992,132724.0255,1199.092427
-3,798,1889,7.3,0,96,50357,798,1889,1,96,15.97,0.002361494,0,0.009688708,0.00504236,64800,596700,759600,324900,265500,98844.26444,120515.1107,244.9767038
65,576,1179,6.8,0,59,54269,576,1179,1,59,13.11,0.002361494,0,0.009688708,0.00504236,36000,693000,792900,297900,188100,118383.7784,87328.71209,183.2925103
9,621,1481,6.6,0,62,53562,621,1481,1,62,12.65,0.002361494,0,0.009688708,0.00504236,46800,741600,786600,281700,152100,125642.8736,86459.98719,270.0704836
26,754,1348,6.2,0,65,53741,754,1348,1,65,10.89,0.002361494,0,0.002862947,0,95400,878400,699300,193500,139500,140398.2968,81141.35075,
245,784,1371,6.2,0,68,53783,784,1371,1,68,10.99,0.002361494,0,0.002862947,0,106200,898200,664200,201600,138600,140032.2486,81136.18005,
5,617,1155,5.9,0,54,53837,617,1155,1,54,10.76,0.002361494,0,0.002862947,8.03E-05,114300,919800,644400,203400,126900,140930.5107,74691.82792,67.99874762
22,908,1923,3.7,1.8,73,48444,908,1923,1,73,9.57,0.002361494,0,0.002862947,8.03E-05,144000,957600,589500,211500,103500,135741.3051,65511.64762,104.405336
42,765,1615,3.2,1.7,56,45734,765,1615,1,56,8.59,0.016737246,0,0.002862947,8.03E-05,184500,995400,590400,190800,51300,127895.3437,60228.54342,236.2268561
3,792,1372,3.6,1.7,56,46760,792,1372,1,56,8.47,0.016737246,0,0.002862947,0.000174976,207900,1012500,575100,171000,45000,128649.6658,35369.97842,236.2268561
17,891,1511,3.8,1.8,66,47323,891,1511,1,66,8.78,0.016737246,0,0.002862947,0.006016656,216000,1018800,563400,166500,43200,128811.2889,42695.61965,161.2580603
105,619,973,5.1,1.9,44,50893,619,973,1,44,9.05,0.016737246,0,0.002862947,0.006016656,207900,1026000,572400,157500,40500,132541.3648,36600.67232,124.8514719
40,619,1007,4.5,0,48,52901,619,1007,1,48,9.54,0.016737246,0,0.002862947,0.006016656,222300,1046700,571500,132300,39600,131723.1804,33247.87064,760.2745161
1,434,788,4.2,0,31,56625,434,788,1,31,9.25,0.016737246,0,0.00164255,0.006016656,344700,972000,501300,151200,42300,119436.9464,34610.82748,819.939312
22,445,642,3.5,0,37,56297,445,642,1,37,9.61,0.016737246,0,0.00164255,0.006016656,388800,967500,477900,140400,36900,116438.8127,33117.7099,763.0865877
1,636,1226,2.6,0,42,80754,636,1226,1,42,7.66,0.016737246,0,0.00164255,0.007278828,438300,945900,482400,115200,24300,123830.4783,29966.17332,763.0865877
23,595,1169,2.6,0,37,83745,595,1169,1,37,7.27,0.016737246,0,0.006129537,0.007278828,441000,966600,477900,108900,19800,130234.2415,21491.87915,763.0865877
-5,685,1238,2.7,0,47,78412,685,1238,1,47,7.93,0.016737246,0,0.00060217,0.000780254,409500,998100,479700,100800,19800,131925.5254,21252.07796,763.0865877
0,614,1082,3.3,0,50,80850,614,1082,1,50,9.8,0.011906165,0,0.000460247,0.000149921,513900,1071900,373500,55800,,125545.5361,8133.240395,
-5,735,1121,5.4,0,103,69531,735,1121,1,103,17.58,0.011906165,0,0.000460247,0.000149921,689400,1041300,246600,36000,900,97097.75455,6185.568331,200.7196501
-25,596,533,6.5,0,98,58145,596,533,1,98,21.54,0.011906165,0,0.000460247,0.000149921,672300,1052100,232200,45900,7200,94586.46017,13696.61561,200.7196501
7,592,547,6,0,98,58413,592,547,1,98,22.07,0.019568041,0,0.000460247,0.000149921,670500,1053000,234000,46800,7200,90209.919,13837.89642,200.7196501
-1,634,575,4.4,0,98,58606,634,575,1,98,20.68,0.019568041,0,0.000460247,0.000460555,589500,1099800,271800,46800,5400,96204.45202,17990.50751,200.7196501
3,735,645,3.3,0,100,62695,735,645,1,100,17.64,0.019568041,0,0.000460247,0.000460555,495900,1131300,309600,70200,5400,118915.7309,17990.50751,
12,1040,811,0.6,0,74,71272,1040,811,1,74,8.83,0.019568041,0,0.001487934,0.000460555,483300,1108800,325800,84600,6300,140926.0765,10742.97694,250.9255164
0,1154,1025,0.7,0,77,75068,1154,1025,1,77,8.17,0.019568041,0,0.001487934,0.000460555,378900,1122300,414000,86400,6300,159046.0357,10877.35969,250.9255164
0,1130,1091,0.8,1.9,70,77083,1130,1091,1,70,7.14,0.019568041,0,0.001487934,8.79E-05,368100,1135800,442800,66600,1800,166947.0952,10777.81032,393.6435862
-1,915,968,1.1,2,43,84283,915,968,1,43,5.24,0.019568041,0,0.001487934,8.79E-05,365400,1128600,467100,51300,900,169288.3075,3933.874638,393.6435862
47,1002,1290,1.1,2,46,85834,1002,1290,1,46,5.01,0.019568041,0,0.001487934,0.002757271,244800,1178100,519300,59400,10800,175445.0762,13806.61295,685.9329891
0,1172,1262,1.4,1.9,58,80890,1172,1262,1,58,5.51,0.019568041,0.009099032,0.007539231,0.002757271,11700,1153800,757800,79200,10800,213450.7165,20715.74143,971.2744412
7,1172,1262,1.4,1.9,58,80890,1172,1262,1,58,5.51,0.019568041,0.009099032,0.007539231,0.002757271,11700,1153800,757800,79200,10800,213450.7165,20715.74143,971.2744412
37,1061,1160,1.3,1.9,55,80321,1061,1160,1,55,5.77,0.019568041,0.009099032,0.007539231,0.002757271,14400,1116900,789300,84600,10800,216597.7534,21942.0477,1270.551576
2,1228,1361,1.1,1.8,62,80699,1228,1361,1,62,5.71,0.019568041,0.009099032,0.007539231,0.002757271,17100,1030500,859500,90900,10800,225786.4019,19439.98637,1557.536998
19,1410,1470,1.2,1.8,71,78614,1410,1470,1,71,5.78,0.019568041,0.003974342,0.007539231,0.002757271,17100,919800,946800,109800,12600,250762.5782,37056.28354,1557.536998
-2,1510,1635,1.3,1.8,75,76171,1510,1635,1,75,5.85,0.019568041,0.003974342,0.007539231,0.002757271,17100,852300,996300,126900,12600,257582.0517,37264.76925,1557.536998
10,1664,1627,1.4,1.8,80,74037,1664,1627,1,80,5.79,0.019568041,0.003974342,0.004083192,0.000338441,18900,774000,1033200,159300,18900,255246.4045,39721.78699,1598.00628
-1,1617,1942,1.4,1.7,77,72902,1617,1942,1,77,5.8,0.019568041,0.003974342,0.004083192,0.000338441,120600,710100,947700,200700,31500,235862.8051,37304.49108,11503.14319
0,1318,1736,1.7,1.7,68,71562,1318,1736,1,68,6.24,0.003839218,0.003974342,0.004083192,0.000338441,246600,618300,865800,232200,48600,211420.1107,46661.56973,11433.00228
-11,1078,2989,2.2,1.5,93,59969,1078,2989,1,93,11.7,0.003839218,0.015109905,0.004083192,0.000108934,505800,470700,529200,324900,180900,103438.4632,105066.7489,20025.7754
-44,1042,3023,2.3,1.5,93,58731,1042,3023,1,93,12.09,0.003839218,0.015109905,0.004083192,0.000108934,468000,468000,512100,350100,210600,96884.91485,112897.7467,20336.21281
-26,1416,4044,2.2,1.5,130,54488,1416,4044,1,130,12.76,0.003839218,0.015109905,0.001544658,0.000108934,410400,436500,525600,399600,241200,91901.45354,135478.3644,24336.61889
-37,1374,4095,2.3,1.5,131,53502,1374,4095,1,131,13.14,0.003839218,0.015109905,0.001544658,0.000108934,402300,395100,527400,422100,266400,88470.89493,157784.1587,24514.03576
-583,1206,20846,5,1,208,32461,1206,20846,1,208,27.92,0.007374132,0.00141239,0.000639021,0.000108934,475200,115200,290700,573300,557100,44967.89836,231053.49,63932.84611
0,1774,31490,6.6,0,444,25553,1774,31490,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,10800,54900,290700,721800,935100,54900.26924,390022.5973,80244.82809
-1088,1774,31490,6.6,0,444,25553,1774,31490,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,10800,53100,282600,716400,943200,55819.5418,416934.4394,74275.96096
-143,1581,31031,6.7,0,404,24286,1581,31031,1,404,36.01,0.003194174,0.00141239,0.002113161,7.53E-05,9900,43200,267300,682200,1004400,69333.42112,421318.1473,77771.14224
-15,1627,29632,7.9,0,509,16757,1627,29632,1,509,42.35,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,239400,632700,1103400,76568.13,409196.7797,69389.62103
-63,1685,29090,8.2,0,542,15859,1685,29090,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,243900,639000,1103400,75617.02756,400978.1456,62473.92408
-46,1779,29185,8.3,0,588,15599,1779,29185,1,588,43.65,0.004167034,0.003388128,0.002502882,0.001013968,7200,21600,239400,599400,1141200,78322.94249,437681.3581,58934.26522
-14,1766,28354,8.3,0,584,15637,1766,28354,1,584,43.58,0.004167034,0.003388128,0.002502882,0.001013968,7200,20700,242100,574200,1167300,69445.54649,452820.1991,50595.15961
-14,1465,20635,6.3,0,359,25302,1465,20635,1,359,34.82,0.004167034,0.003388128,0.001407704,0.001013968,7200,13500,198000,565200,1227600,61210.09737,468967.4199,49976.58274
-5,1272,21844,5.8,1.1,280,30854,1272,21844,1,280,32.26,0.004167034,0.003388128,0.001407704,0.001860492,7200,16200,144000,619200,1221300,53560.3673,488427.0953,43808.6143
-3,1278,26713,6.1,1.1,281,30108,1278,26713,1,281,31.9,0.004167034,0.003388128,0.001407704,0.000956618,13500,18900,170100,639900,1164600,50605.8924,473078.8454,43808.6143
-16,1265,28939,6.3,1.1,267,30013,1265,28939,1,267,31.23,0.003194174,0.003388128,0.002502882,0.000135852,18900,18000,183600,669600,1124100,51907.47325,487201.078,52147.7199
-15,58,2120,18.5,1,15,23671,58,2120,1,15,31.25,0.002539036,0,0.003898335,0.004159403,574200,334800,324000,351900,419400,16527.8121,110057.9126,44211.82727
0,1190,21187,5.5,1,209,32441,1190,21187,1,209,28.02,0.007374132,0.00141239,0.000639021,0.000108934,487800,112500,269100,579600,557100,51843.29957,211628.7817,68114.99404
-140,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0,0.004266229,0.000104051,77400,352800,870300,422100,285300,108277.7251,49004.5466,61268.7897
0,1565,20828,6.5,0,398,23280,1565,20828,1,398,36.31,0.004167034,0.003388128,0.001407704,0.001013968,7200,14400,208800,557100,1217700,63857.38117,453437.4457,49976.58274
0,1439,19042,6.6,0,362,23794,1439,19042,1,362,35.39,0.004167034,0.003388128,0.001407704,0.001013968,7200,12600,206100,574200,1214100,68187.34985,448702.2655,42145.41019
0,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
57,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
22,58,2120,18.5,1,15,23671,58,2120,1,15,31.25,0.002539036,0,0.003898335,0.004159403,574200,334800,324000,351900,419400,16527.8121,110057.9126,44211.82727
0,1565,20828,6.5,0,398,23280,1565,20828,1,398,36.31,0.004167034,0.003388128,0.001407704,0.001013968,7200,14400,208800,557100,1217700,63857.38117,453437.4457,49976.58274
22,1565,20828,6.5,0,398,23280,1565,20828,1,398,36.31,0.004167034,0.003388128,0.001407704,0.001013968,7200,14400,207900,558000,1219500,63857.38117,453437.4457,49976.58274
0,1571,20495,6.8,0,430,21103,1571,20495,1,430,37.75,0.004167034,0.003388128,0.001407704,0.001013968,7200,14400,212400,559800,1211400,66147.88129,450014.1468,49976.58274
123,1439,19042,6.6,0,362,23794,1439,19042,1,362,35.39,0.004167034,0.003388128,0.001407704,0.001013968,7200,12600,206100,574200,1214100,68187.34985,448702.2655,42145.41019
51,1822,21958,8.1,0,588,16262,1822,21958,1,588,42.33,0.004167034,0.003388128,0.001407704,0.001013968,7200,20700,231300,562500,1187100,64502.16801,467424.0338,44703.42273
-113,1767,28374,8.3,0,584,15637,1767,28374,1,584,43.52,0.004167034,0.003388128,0.002502882,0.001013968,7200,20700,239400,574200,1166400,65673.04828,454641.0228,50595.15961
-12,1685,29428,8.2,0,542,15859,1685,29428,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,236700,632700,1110600,74983.57427,426248.6078,62473.92408
34,1659,29614,7.8,0,515,16943,1659,29614,1,515,42.18,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,235800,640800,1107900,75423.32284,399884.316,69389.62103
364,1662,29919,6.8,0,412,23963,1662,29919,1,412,36.36,0.003194174,0.001636896,0.002502882,0.001013968,7200,36000,269100,650700,1051200,75028.18863,399964.7862,77583.59767
605,1772,31440,6.6,0,444,25553,1772,31440,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,11700,59400,304200,736200,901800,54403.68756,385230.0117,79985.91952
9,1807,27195,6.5,0,449,25874,1807,27195,1,449,34.57,0.007374132,0.00141239,0.000639021,0.000108934,119700,82800,306900,715500,782100,50093.27502,312603.7443,74677.50723
94,1280,25045,5.1,1.1,231,32123,1280,25045,1,231,28.66,0.007374132,0.00141239,0.000639021,0.000108934,302400,96300,290700,650700,673200,50140.58952,267340.1159,64940.29291
-3,1207,21440,5,1,209,32461,1207,21440,1,209,28.02,0.007374132,0.00141239,0.000639021,0.000108934,464400,108000,284400,580500,567000,45107.08875,232987.0442,64275.33725
-123,1111,20058,4.5,1.1,156,34543,1111,20058,1,156,26.04,0.007374132,0.00141239,0.000639021,0.000108934,538200,155700,297000,542700,474300,40744.74415,170791.4771,62310.53989
116,1404,3984,2.3,1.5,128,54487,1404,3984,1,128,12.76,0.003839218,0.015109905,0.001544658,0.000108934,418500,427500,514800,404100,242100,88192.06242,139147.9798,24045.04749
-32,1349,3238,2.3,1.5,119,56135,1349,3238,1,119,12.4,0.003839218,0.015109905,0.004083192,0.000108934,454500,470700,518400,360000,213300,94067.23246,113698.0905,21668.30962
-5,1617,1942,1.4,1.7,77,72902,1617,1942,1,77,5.8,0.019568041,0.003974342,0.004083192,0.000338441,129600,702000,944100,204300,32400,234793.0247,37304.49108,11503.14319
-7,1576,1722,1.4,1.7,73,74056,1576,1722,1,73,5.64,0.019568041,0.003974342,0.004083192,0.000338441,72900,737100,988200,187200,20700,249640.2542,36570.34854,7409.310918
-10,1664,1627,1.4,1.8,80,74037,1664,1627,1,80,5.79,0.019568041,0.003974342,0.004083192,0.000338441,22500,765900,1035000,160200,19800,254649.6364,39524.08561,1598.00628
0,1510,1635,1.3,1.8,75,76171,1510,1635,1,75,5.85,0.019568041,0.003974342,0.007539231,0.002757271,17100,842400,1010700,127800,12600,257387.8971,37067.654,1557.536998
0,1384,1452,1.2,1.8,69,78839,1384,1452,1,69,5.74,0.019568041,0.003974342,0.007539231,0.002757271,17100,924300,948600,109800,12600,250257.8948,37056.28354,1557.536998
4,1228,1361,1.1,1.8,62,80699,1228,1361,1,62,5.71,0.019568041,0.009099032,0.007539231,0.002757271,17100,1026000,865800,90900,10800,226734.9112,19439.98637,1557.536998
-2,1215,1328,1.2,1.9,62,80595,1215,1328,1,62,5.76,0.019568041,0.009099032,0.007539231,0.002757271,16200,1109700,783900,84600,10800,215393.546,21942.0477,1270.551576
0,1001,1128,1.3,1.9,53,81030,1001,1128,1,53,5.85,0.019568041,0.009099032,0.007539231,0.002757271,10800,1142100,766800,81900,10800,211832.1144,21687.62942,1270.551576
-1,1001,1128,1.3,1.9,53,81030,1001,1128,1,53,5.85,0.019568041,0.009099032,0.007539231,0.002757271,10800,1141200,766800,81900,10800,211832.1144,21687.62942,1270.551576
0,1120,1220,1.4,1.9,56,80900,1120,1220,1,56,5.52,0.019568041,0.009099032,0.001487934,0.002757271,28800,1179900,711000,73800,10800,206114.7267,17569.85282,1222.199958
0,1134,1244,1.4,1.9,60,80591,1134,1244,1,60,5.79,0.019568041,0.009099032,0.001487934,0.002757271,88200,1181700,652500,73800,10800,193138.0456,17299.67023,1222.199958
-6,1080,1215,1.2,2,54,83654,1080,1215,1,54,5.39,0.019568041,0.009099032,0.001487934,0.002757271,143100,1178100,616500,66600,10800,186375.7848,16695.36514,1222.199958
-8,1009,1282,1.1,2,47,85311,1009,1282,1,47,5.06,0.019568041,0,0.001487934,0.002757271,246600,1177200,525600,54900,10800,174297.1017,13994.25938,685.9329891
1,964,1225,1.1,2,43,86248,964,1225,1,43,4.88,0.019568041,0,0.001487934,8.79E-05,295200,1155600,491400,59400,10800,174280.2749,11053.86431,685.9329891
-2,828,925,1.1,2,34,87774,828,925,1,34,4.5,0.019568041,0,0.001487934,8.79E-05,371700,1125900,464400,50400,900,167553.4385,3933.874638,393.6435862
-3,1130,1091,0.8,1.9,70,77083,1130,1091,1,70,7.14,0.019568041,0,0.001487934,8.79E-05,377100,1129500,438300,66600,1800,166125.407,10777.81032,393.6435862
-2,1128,1004,0.7,0,74,75562,1128,1004,1,74,8.03,0.019568041,0,0.001487934,0.000460555,381600,1119600,418500,86400,6300,158385.5569,11074.47494,250.9255164
-15,1181,1048,0.7,0,81,73256,1181,1048,1,81,8.4,0.019568041,0,0.001487934,0.000460555,427500,1116900,372600,89100,6300,149338.3388,10968.26021,250.9255164
-55,1040,811,0.6,0,74,71272,1040,811,1,74,8.83,0.019568041,0,0.001487934,0.000460555,477900,1108800,329400,84600,6300,140880.596,10742.97694,250.9255164
2,735,645,3.3,0,100,62695,735,645,1,100,17.64,0.019568041,0,0.000460247,0.000460555,495900,1128600,306900,70200,5400,119537.3317,17990.50751,
12,634,575,4.4,0,98,58606,634,575,1,98,20.68,0.019568041,0,0.000460247,0.000460555,571500,1111500,274500,46800,5400,101313.5175,17990.50751,200.7196501
73,554,515,5.8,0,89,59782,554,515,1,89,21.45,0.019568041,0,0.000460247,0.0025239,667800,1053000,233100,46800,7200,88836.46188,13837.89642,200.7196501
1,547,476,6.9,0,93,58834,547,476,1,93,22.91,0.011906165,0,0.000460247,0.000149921,673200,1048500,232200,45900,7200,94162.79798,13696.61561,200.7196501
0,723,1103,5.4,0,102,69429,723,1103,1,102,17.8,0.011906165,0,0.000460247,0.000149921,690300,1036800,243900,35100,900,95578.51541,6185.568331,200.7196501
-9,584,1050,3.3,0,47,83080,584,1050,1,47,9.77,0.011906165,0,0.000460247,0.000149921,522900,1068300,360900,54900,,124894.5117,8133.240395,200.7196501
-14,595,1169,2.6,0,37,83745,595,1169,1,37,7.27,0.016737246,0,0.006129537,0.007278828,447300,954000,475200,108900,19800,130124.7591,21522.50374,763.0865877
-23,642,1230,2.7,0,42,80042,642,1230,1,42,7.57,0.016737246,0,0.00164255,0.006016656,417600,963000,481500,124200,28800,121510.0797,30745.60762,763.0865877
-21,386,585,3.8,0,29,57082,386,585,1,29,9.18,0.016737246,0,0.00164255,0.006016656,364500,969300,493200,146700,40500,118435.182,33692.07084,819.939312
-50,619,1007,4.5,0,48,52901,619,1007,1,48,9.54,0.016737246,0,0.002862947,0.006016656,243000,1033200,558000,134100,39600,128924.035,35123.97393,760.2745161
-117,651,1025,5.2,1.9,51,50741,651,1025,1,51,9.9,0.016737246,0,0.002862947,0.006016656,210600,1027800,572400,153900,40500,132245.3815,35804.69376,124.8514719
-11,870,1497,3.7,1.8,66,47150,870,1497,1,66,9.04,0.016737246,0,0.002862947,0.006016656,213300,1026900,562500,165600,43200,130674.7189,39061.907,161.2580603
-28,753,1606,3.2,1.7,56,45562,753,1606,1,56,8.74,0.016737246,0,0.002862947,8.03E-05,191700,995400,588600,185400,48600,129396.3026,57897.98559,236.2268561
-22,755,1635,3.4,1.7,57,45482,755,1635,1,57,9.05,0.030355602,0,0.002862947,8.03E-05,153000,949500,612900,207000,86400,133074.8368,61232.22591,179.3741318
-32,908,1923,3.7,1.8,73,48444,908,1923,1,73,9.57,0.002361494,0,0.002862947,8.03E-05,144000,954000,599400,214200,104400,136940.4169,65602.16218,104.405336
-80,666,1359,6.1,0,56,53809,666,1359,1,56,10.75,0.002361494,0,0.002862947,8.03E-05,115200,924300,634500,207000,125100,139989.6452,75528.21859,67.99874762
-102,737,1319,6.2,0,64,53934,737,1319,1,64,10.98,0.002361494,0,0.002862947,0,111600,895500,660600,206100,135900,139407.0708,81341.02896,
-39,754,1348,6.2,0,65,53741,754,1348,1,65,10.89,0.002361494,0,0.002862947,0,108000,883800,687600,192600,139500,139983.1882,81390.9604,
-56,621,1441,6.6,0,62,53562,621,1441,1,62,12.65,0.002361494,0,0.006524542,0.00504236,69300,762300,763200,270000,146700,123385.9445,87282.51498,270.0704836
-10,561,1167,6.9,0,57,54092,561,1167,1,57,13.1,0.002361494,0,0.009688708,0.00504236,68400,613800,756900,318600,259200,99955.18247,135386.1237,270.0704836
12,506,1393,7.6,0,74,46435,506,1393,1,74,18.83,0.002361494,0,0.009688708,0.00504236,84600,531900,729000,349200,319500,90613.93876,124299.8371,1246.352268
-8,547,1585,8,0,87,41628,547,1585,1,87,20.81,0.002361494,0,0.009688708,0.00504236,30600,506700,738000,366300,366300,91208.62506,137324.0969,1324.669151
-67,708,2247,8,0,111,40646,708,2247,1,111,21.02,0.002361494,0,0.00233993,0.00504236,48600,524700,719100,360000,355500,96946.16132,136005.3482,1199.092427
6,986,3148,8.1,0,151,37986,986,3148,1,151,21.3,0.023677997,0,0.00233993,0.00504236,79200,630900,756000,347400,203400,130960.442,118971.022,1180.007825
-23,986,3154,8.1,0,151,37986,986,3154,1,151,21.3,0.001365821,0,0.00233993,0.00504236,72000,610200,746100,373500,208800,132786.4156,127377.0847,3051.943446
